content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
2041,Mild,Moderate,Mild,Mild,Moderate
2042,Mild,Moderate,Mild,Mild,Moderate
2043,Mild,Moderate,Mild,None,Moderate
2044,Mild,Mild,Moderate,Moderate,Moderate
2045,Mild,Moderate,Moderate,Mild,Moderate
2046,Mild,Moderate,None,Mild,Moderate
2047,Mild,Severe,Moderate,Mild,Severe
2048,None,Moderate,Mild,Mild,Mild
2049,Mild,Moderate,Moderate,Moderate,Moderate
2050,Mild,Mild,Mild,None,Mild
2051,Moderate,Moderate,Moderate,Mild,Severe
2052,Mild,Severe,Severe,Moderate,Moderate
2053,Moderate,Mild,Mild,Moderate,Mild
2054,Severe,Mild,Severe,Moderate,None
2055,Moderate,Severe,Severe,Mild,Severe
2056,None,Moderate,Mild,None,Moderate
2057,None,Moderate,Mild,Mild,Mild
2058,None,Moderate,Moderate,Mild,Mild
2059,None,Mild,Mild,Mild,Moderate
2060,None,Mild,Moderate,Moderate,Mild
2061,Severe,Moderate,Mild,Mild,Moderate
2062,Mild,Moderate,Mild,Mild,Moderate
2063,None,Mild,None,Mild,None
2064,Moderate,Moderate,Moderate,Mild,Severe
2065,Moderate,Severe,Severe,Moderate,Moderate
2066,None,Moderate,Mild,None,Mild
2067,Mild,Moderate,None,Mild,Severe
2068,Mild,Severe,Severe,Moderate,Severe
2069,Severe,Severe,Moderate,Moderate,Severe
2070,Moderate,Severe,Severe,Mild,Moderate
2071,None,None,None,Mild,None
2072,None,Moderate,Mild,None,Moderate
2073,No Rate,No Rate,No Rate,No Rate,No Rate
2074,Moderate,Moderate,Severe,Severe,Moderate
2075,No Rate,No Rate,No Rate,No Rate,No Rate
2076,Moderate,Mild,Mild,Moderate,Mild
2077,None,Severe,Moderate,Mild,Severe
2078,Moderate,Severe,Severe,Severe,Severe
2079,Mild,Mild,Severe,Mild,None
2080,Mild,Mild,Mild,Mild,Mild
2081,None,Moderate,Mild,Mild,Moderate
2082,None,Severe,Mild,Mild,Severe
2083,Mild,Moderate,Moderate,Mild,Severe
2084,No Rate,No Rate,No Rate,No Rate,No Rate
2085,Mild,Moderate,Mild,Mild,Moderate
2086,Moderate,Severe,Moderate,Mild,Severe
2087,Mild,Mild,Mild,Mild,Mild
2088,Mild,Mild,Moderate,Mild,None
2089,None,Severe,Moderate,Mild,Severe
2090,None,Mild,Moderate,Mild,Mild
2091,Moderate,Moderate,Moderate,Moderate,Moderate
2092,No Rate,No Rate,No Rate,No Rate,No Rate
2093,No Rate,No Rate,No Rate,No Rate,No Rate
2094,Severe,Mild,Mild,Mild,Mild
2095,None,None,None,None,None
2096,Mild,Mild,Mild,Mild,Mild
2097,Mild,Moderate,Mild,Mild,Severe
2098,Mild,None,Mild,Mild,None
2099,Mild,Severe,Severe,Moderate,Moderate
2100,None,Severe,Mild,Mild,Severe
2101,None,Mild,Mild,Mild,Mild
2102,None,Severe,None,Mild,Moderate
2103,None,Moderate,Mild,Mild,Moderate
2104,Mild,Moderate,Mild,Mild,Moderate
2105,Mild,Moderate,Mild,Mild,Mild
2106,Mild,Moderate,Moderate,Mild,Moderate
2107,Mild,Severe,Moderate,Moderate,Severe
2108,None,Mild,None,None,Mild
2109,No Rate,No Rate,No Rate,No Rate,No Rate
2110,None,Severe,Mild,Mild,Moderate
2111,No Rate,No Rate,No Rate,No Rate,No Rate
2112,Mild,Mild,Mild,Mild,Mild
2113,No Rate,No Rate,No Rate,No Rate,No Rate
2114,Mild,Mild,Mild,Mild,Moderate
2115,Mild,Moderate,Severe,Moderate,Severe
2116,Moderate,Moderate,Moderate,Mild,Moderate
2117,No Rate,Moderate,Moderate,No Rate,No Rate
2118,Severe,Severe,Moderate,Moderate,Severe
2119,No Rate,No Rate,No Rate,No Rate,No Rate
2120,Moderate,Moderate,Mild,Mild,Moderate
2121,None,Moderate,Severe,None,Severe
2122,Mild,Moderate,Mild,Mild,Mild
2123,Moderate,Mild,Severe,Moderate,Moderate
2124,Mild,Moderate,Mild,Mild,Mild
2125,None,Mild,None,None,Mild
2126,Moderate,Moderate,Moderate,Mild,Mild
2127,No Rate,No Rate,No Rate,No Rate,No Rate
2128,None,Mild,None,Mild,Mild
2129,None,Mild,None,None,Mild
2130,Mild,Severe,Mild,Mild,Severe
2131,Mild,Severe,Moderate,Mild,Severe
2132,Mild,None,Moderate,Mild,None
2133,Moderate,Mild,Moderate,Mild,None
2134,Severe,Mild,Mild,Mild,Mild
2135,None,Moderate,Mild,Mild,Moderate
2136,Mild,Mild,Mild,Mild,Mild
2137,None,Mild,None,None,Mild
2138,No Rate,No Rate,No Rate,No Rate,No Rate
2139,Mild,Severe,Mild,Mild,Severe
2140,Mild,Mild,Moderate,Mild,None
2141,Mild,None,None,Mild,None
2142,Mild,Severe,Mild,Mild,Moderate
2143,Moderate,Moderate,Mild,Moderate,Moderate
2144,Mild,Moderate,Mild,Mild,Severe
2145,Moderate,Moderate,Mild,Mild,Moderate
2146,Mild,None,Mild,Mild,None
2147,None,Mild,None,Mild,Mild
2148,None,Mild,None,None,Mild
2149,Moderate,Moderate,Mild,Mild,Moderate
2150,None,Moderate,None,Mild,Mild
2151,Mild,Moderate,Moderate,Mild,Mild
2152,None,Moderate,Mild,None,Moderate
2153,None,Mild,None,None,Moderate
2154,Severe,Mild,Severe,Severe,Severe
2155,None,Mild,None,None,None
2156,Mild,Severe,Mild,Mild,Moderate
2157,Moderate,Moderate,Severe,Moderate,Mild
2158,Mild,Mild,Mild,Mild,Mild
2159,Mild,Moderate,Mild,Mild,Moderate
2160,Severe,Moderate,Moderate,Moderate,Mild
2161,Mild,Severe,Moderate,Moderate,Moderate
2162,Mild,Severe,Severe,Severe,Moderate
2163,Mild,Severe,Mild,Mild,Moderate
2164,Moderate,Moderate,Moderate,Mild,Mild
2165,No Rate,No Rate,No Rate,No Rate,No Rate
2166,Mild,Moderate,Mild,Mild,Mild
2167,None,Moderate,Moderate,None,Moderate
2168,Mild,Severe,Mild,Moderate,Mild
2169,Severe,Severe,Severe,Mild,Severe
2170,No Rate,No Rate,No Rate,No Rate,No Rate
2171,Mild,Severe,Moderate,Mild,Severe
2172,None,Moderate,None,Mild,Severe
2173,Moderate,Moderate,Severe,Severe,Moderate
2174,Mild,Mild,Mild,Mild,Moderate
2175,Mild,None,Mild,Mild,Mild
2176,None,None,Mild,None,Moderate
2177,Mild,Severe,Mild,Mild,Severe
2178,Mild,Moderate,Mild,Moderate,Moderate
2179,No Rate,No Rate,No Rate,No Rate,No Rate
2180,Mild,Moderate,Mild,Mild,Moderate
2181,None,Moderate,Moderate,None,Moderate
2182,Mild,Mild,Mild,Mild,Mild
2183,None,Mild,Mild,Mild,Moderate
2184,No Rate,No Rate,Severe,Moderate,No Rate
2185,Moderate,Moderate,Moderate,Mild,Moderate
2186,Moderate,None,Moderate,Mild,None
2187,None,Mild,None,None,Mild
2188,Mild,None,None,Mild,Mild
2189,Moderate,Moderate,Moderate,Moderate,Moderate
2190,None,Moderate,Mild,None,Moderate
2191,Mild,Moderate,Moderate,Moderate,Mild
2192,Mild,Moderate,Mild,Mild,Mild
2193,Moderate,Severe,Moderate,Severe,Moderate
2194,Mild,Moderate,Mild,None,Moderate
2195,None,Moderate,Mild,None,Moderate
2196,Severe,Severe,Mild,Mild,Severe
2197,Moderate,Severe,Severe,Severe,Severe
2198,None,Mild,Mild,Mild,Mild
2199,Mild,Severe,Mild,Moderate,Severe
2200,None,Moderate,Moderate,Mild,Moderate
2201,None,No Rate,Mild,No Rate,No Rate
2202,Mild,Mild,Mild,Moderate,No Rate
2203,None,Moderate,Mild,Mild,Moderate
2204,Mild,None,Mild,Mild,None
2205,Mild,Severe,Moderate,Moderate,Severe
2206,No Rate,No Rate,No Rate,No Rate,No Rate
2207,Mild,Mild,Mild,None,None
2208,Moderate,Mild,Moderate,Moderate,Moderate
2209,Moderate,Severe,Severe,Moderate,Moderate
2210,Mild,Moderate,Mild,Mild,Moderate
2211,Mild,No Rate,Mild,No Rate,No Rate
2212,None,Moderate,Moderate,Moderate,Moderate
2213,Mild,Moderate,Moderate,Moderate,Moderate
2214,Mild,Moderate,Moderate,Mild,Moderate
2215,Mild,Mild,Moderate,Mild,None
2216,Mild,Severe,Mild,Mild,Severe
2217,Mild,Moderate,Moderate,Mild,Moderate
2218,No Rate,No Rate,No Rate,No Rate,No Rate
2219,Mild,Mild,Mild,Mild,Mild
2220,Mild,Mild,Mild,Mild,Mild
2221,None,Mild,None,Mild,Moderate
2222,Moderate,Mild,Severe,Mild,Mild
2223,Moderate,Severe,Severe,Mild,Severe
2224,Mild,Moderate,Mild,Mild,Moderate
2225,None,Mild,None,None,Mild
2226,No Rate,No Rate,No Rate,No Rate,No Rate
2227,No Rate,No Rate,No Rate,No Rate,No Rate
2228,None,Mild,Mild,Mild,Mild
2229,Moderate,Mild,Moderate,Moderate,Mild
2230,None,None,Mild,Mild,None
2231,Mild,Moderate,Moderate,Mild,Moderate
2232,Mild,Severe,Moderate,Mild,Moderate
2233,Mild,Mild,Mild,Moderate,Mild
2234,None,Moderate,Mild,Mild,Moderate
2235,Moderate,None,Mild,Mild,None
2236,None,Severe,Mild,None,Severe
2237,Mild,None,Severe,None,Moderate
2238,Severe,Severe,Moderate,Mild,Severe
2239,Mild,Severe,Moderate,Mild,Severe
2240,Moderate,Moderate,Severe,Mild,Moderate
2241,Mild,Mild,Mild,Mild,Moderate
2242,No Rate,No Rate,No Rate,No Rate,No Rate
2243,Mild,Mild,Severe,Moderate,Moderate
2244,None,Mild,None,Mild,None
2245,Mild,Moderate,Moderate,Mild,Moderate
2246,Mild,Severe,Moderate,Mild,Moderate
2247,None,Mild,Mild,Moderate,Mild
2248,Moderate,Mild,Moderate,Mild,None
2249,No Rate,No Rate,No Rate,No Rate,No Rate
2250,Mild,Mild,Moderate,Mild,None
2251,Mild,Moderate,Mild,Mild,Moderate
2252,Mild,Mild,None,Mild,Moderate
2253,None,Moderate,Mild,Mild,Moderate
2254,Moderate,Mild,Severe,Severe,None
2255,Mild,Severe,Severe,Mild,Moderate
2256,Mild,Severe,Moderate,Mild,Moderate
2257,Moderate,Severe,Moderate,Mild,Severe
2258,Moderate,Severe,Moderate,Mild,Severe
2259,Moderate,Mild,Moderate,No Rate,No Rate
2260,None,Mild,None,None,Mild
2261,Severe,Severe,Severe,Severe,Moderate
2262,None,None,Moderate,Moderate,Mild
2263,Mild,Mild,Mild,Mild,Mild
2264,Moderate,Severe,Severe,Severe,Severe
2265,Moderate,Severe,Mild,Mild,Severe
2266,Mild,Moderate,Moderate,Moderate,Moderate
2267,None,Moderate,Mild,None,Moderate
2268,Moderate,None,Mild,Moderate,None
2269,No Rate,No Rate,No Rate,No Rate,No Rate
2270,Mild,Mild,Moderate,Mild,Mild
2271,Mild,Moderate,Mild,Mild,Moderate
2272,No Rate,No Rate,No Rate,No Rate,No Rate
2273,Moderate,Mild,Moderate,Moderate,Mild
2274,Mild,Mild,Mild,Mild,Moderate
2275,Mild,Moderate,Moderate,Mild,Severe
2276,None,Mild,None,Mild,Moderate
2277,None,Moderate,Mild,Mild,Moderate
2278,Moderate,Severe,Moderate,Moderate,Severe
2279,Moderate,Mild,Mild,Mild,None
2280,Mild,Mild,Mild,Mild,Mild
2281,No Rate,No Rate,No Rate,No Rate,No Rate
2282,Severe,Moderate,Severe,Moderate,Moderate
2283,No Rate,No Rate,No Rate,No Rate,No Rate
2284,Mild,Moderate,Moderate,Mild,Moderate
2285,Severe,Severe,Severe,Severe,Moderate
2286,Mild,Mild,Moderate,Mild,Moderate
2287,Moderate,Moderate,Mild,Mild,Moderate
2288,None,None,None,None,Mild
2289,Severe,Severe,Moderate,Moderate,Severe
2290,Mild,Severe,Mild,Mild,Severe
2291,None,Severe,Moderate,Mild,Severe
2292,None,Moderate,Severe,Mild,Mild
2293,Mild,None,Mild,Mild,None
2294,Mild,None,Moderate,Mild,None
2295,Moderate,Mild,Mild,Mild,Mild
2296,Moderate,Severe,Moderate,Mild,Moderate
2297,Severe,Mild,Moderate,Moderate,Moderate
2298,Mild,Moderate,Moderate,Mild,Moderate
2299,Mild,Mild,Mild,Mild,Mild
2300,None,Moderate,Severe,Mild,Mild
2301,None,Moderate,None,None,Mild
2302,Mild,Moderate,Mild,Mild,Severe
2303,Mild,Mild,Mild,Mild,Mild
2304,None,Mild,None,None,Mild
2305,None,Mild,None,Mild,Mild
2306,Mild,Moderate,Moderate,Mild,None
2307,Moderate,None,Moderate,Mild,None
2308,None,Moderate,Mild,None,Moderate
2309,Mild,Moderate,Mild,None,Severe
2310,Mild,Severe,Moderate,Mild,Moderate
2311,None,Moderate,Mild,Mild,Moderate
2312,No Rate,No Rate,No Rate,No Rate,No Rate
2313,Mild,Moderate,Mild,Mild,Moderate
2314,None,Severe,Mild,Mild,Moderate
2315,No Rate,No Rate,No Rate,No Rate,No Rate
2316,Mild,Severe,Severe,Moderate,Moderate
2317,Severe,Severe,Severe,Mild,Moderate
2318,Moderate,No Rate,Mild,No Rate,No Rate
2319,Moderate,Mild,Moderate,Moderate,Mild
2320,None,Severe,Mild,Mild,Moderate
2321,No Rate,No Rate,No Rate,No Rate,No Rate
2322,None,None,None,None,Mild
2323,Moderate,Mild,Moderate,Moderate,None
2324,Severe,Severe,Moderate,Mild,Severe
2325,Mild,Mild,None,None,Mild
2326,None,Moderate,Mild,Mild,Mild
2327,Moderate,Mild,Mild,Mild,Mild
2328,No Rate,No Rate,No Rate,No Rate,No Rate
2329,Moderate,None,Mild,Mild,None
2330,Mild,Mild,Mild,Moderate,Mild
2331,No Rate,No Rate,No Rate,No Rate,No Rate
2332,Severe,None,Mild,None,None
2333,Mild,Moderate,Mild,Mild,Moderate
2334,Moderate,Mild,Mild,Mild,None
2335,Mild,Mild,Moderate,Mild,None
2336,Mild,Severe,Severe,Moderate,Moderate
2337,Mild,Mild,None,Mild,None
2338,Mild,Moderate,Moderate,Mild,Mild
2339,Mild,None,Mild,Mild,None
2340,None,Moderate,Moderate,None,Moderate
2341,Mild,Mild,Mild,Mild,Mild
2342,Moderate,Mild,Severe,Mild,None
2343,Moderate,Severe,Moderate,Moderate,Moderate
2344,None,Moderate,Mild,None,Mild
2345,Mild,None,Mild,Mild,None
2346,Mild,Moderate,Mild,Mild,Mild
2347,None,Mild,Mild,Mild,Mild
2348,Moderate,Moderate,Moderate,Mild,Moderate
2349,Mild,Mild,Severe,Severe,Severe
2350,Moderate,Mild,Moderate,Mild,Moderate
2351,No Rate,No Rate,No Rate,No Rate,No Rate
2352,Mild,Mild,Mild,Mild,Mild
2353,Mild,Moderate,Mild,Moderate,Severe
2354,None,Moderate,Moderate,Mild,Mild
2355,No Rate,No Rate,No Rate,No Rate,No Rate
2356,Mild,Mild,Mild,Mild,Mild
2357,Mild,None,Moderate,Mild,None
2358,None,Mild,Mild,Mild,Mild
2359,Severe,Mild,Severe,Severe,Mild
2360,Mild,Moderate,Mild,Mild,Mild
2361,No Rate,No Rate,No Rate,No Rate,No Rate
2362,None,Mild,Mild,Mild,Mild
2363,Mild,Severe,Severe,Moderate,Severe
2364,Moderate,Moderate,Severe,Mild,Moderate
2365,Mild,Moderate,Mild,Mild,Moderate
2366,Mild,None,Moderate,Mild,None
2367,Mild,Severe,Severe,Moderate,Moderate
2368,Moderate,Mild,Moderate,Mild,Mild
2369,Mild,Severe,Moderate,Moderate,Moderate
2370,Moderate,Moderate,Moderate,Severe,Moderate
2371,Severe,Severe,Severe,Moderate,Severe
2372,Mild,Mild,Moderate,Mild,None
2373,Moderate,Mild,Moderate,Mild,None
2374,Mild,Severe,Severe,Mild,Severe
2375,Moderate,Severe,Mild,None,Moderate
2376,Mild,Moderate,Moderate,Mild,Moderate
2377,Mild,Severe,Moderate,Mild,Moderate
2378,None,Mild,None,Mild,Mild
2379,Mild,Mild,Mild,Mild,Mild
2380,Mild,Moderate,Severe,Moderate,Moderate
2381,Severe,Mild,Severe,Moderate,None
2382,Mild,Severe,Severe,Mild,Moderate
2383,None,Severe,Severe,Mild,Severe
2384,Mild,Moderate,Moderate,Mild,Moderate
2385,None,Mild,None,Mild,Mild
2386,Mild,Moderate,Mild,None,Mild
2387,None,Severe,Mild,Mild,Moderate
2388,No Rate,No Rate,No Rate,No Rate,No Rate
2389,Mild,Moderate,Moderate,Mild,Moderate
2390,None,Moderate,Moderate,Mild,Moderate
2391,Mild,Severe,Severe,Mild,Severe
2392,Severe,Severe,Mild,Moderate,Moderate
2393,Mild,Severe,Severe,Severe,Severe
2394,None,Mild,None,Mild,Moderate
2395,None,Severe,Moderate,Mild,Severe
2396,None,Mild,None,Mild,Mild
2397,Mild,Mild,Mild,Mild,Mild
2398,Mild,Mild,Mild,Mild,Moderate
2399,Moderate,Mild,Severe,Severe,None
2400,Mild,Moderate,Moderate,Moderate,Moderate
2401,Mild,Severe,Moderate,None,Severe
2402,Moderate,Severe,Mild,Mild,Severe
2403,Mild,Moderate,Mild,Mild,Moderate
2404,Mild,Moderate,Severe,Moderate,Moderate
2405,Severe,None,Mild,Mild,None
2406,None,None,None,Mild,No Rate
2407,Mild,None,Mild,Mild,Mild
2408,Moderate,Mild,Moderate,Mild,Mild
2409,Mild,Severe,Mild,Moderate,Severe
2410,Mild,Moderate,Mild,Mild,Severe
2411,Mild,Severe,Severe,Moderate,Moderate
2412,Mild,Severe,Severe,Moderate,Moderate
2413,Mild,Moderate,Moderate,Mild,Moderate
2414,Mild,Moderate,Severe,Mild,Moderate
2415,None,Moderate,Mild,Mild,Mild
2416,Moderate,Mild,Severe,Mild,Mild
2417,Mild,Mild,Mild,Mild,Mild
2418,Mild,Severe,Severe,Mild,Moderate
2419,None,Moderate,Mild,Mild,Severe
2420,Severe,Mild,Moderate,Mild,No Rate
2421,Mild,Mild,Moderate,Mild,None
2422,Mild,Severe,Moderate,Mild,Severe
2423,Mild,Moderate,Mild,Mild,Moderate
2424,Mild,None,Moderate,Mild,None
2425,None,Severe,Moderate,Mild,Severe
2426,None,Mild,Mild,Mild,Mild
2427,Mild,Mild,Moderate,Mild,None
2428,Mild,Moderate,Moderate,Mild,Moderate
2429,No Rate,No Rate,No Rate,No Rate,No Rate
2430,Moderate,Severe,Moderate,Mild,Moderate
2431,None,Moderate,Mild,None,Moderate
2432,Mild,Severe,Severe,Mild,Severe
2433,No Rate,No Rate,No Rate,No Rate,No Rate
2434,Mild,Severe,Severe,Moderate,Moderate
2435,Mild,None,Moderate,Mild,None
2436,No Rate,No Rate,No Rate,No Rate,No Rate
2437,None,Moderate,Severe,None,Moderate
2438,Mild,Moderate,Moderate,None,Mild
2439,Mild,Mild,Mild,Mild,Moderate
2440,None,Mild,Mild,Mild,Mild
2441,None,Mild,None,None,Mild
2442,Mild,Mild,Mild,Mild,Mild
2443,Mild,Mild,Mild,Moderate,Mild
2444,None,Mild,Mild,No Rate,No Rate
2445,No Rate,No Rate,No Rate,No Rate,No Rate
2446,No Rate,No Rate,No Rate,No Rate,No Rate
2447,Moderate,Moderate,Moderate,Moderate,Severe
2448,Severe,Mild,Severe,Moderate,None
2449,Moderate,Moderate,Severe,Moderate,Moderate
2450,None,Moderate,Mild,Mild,Moderate
2451,No Rate,No Rate,No Rate,No Rate,No Rate
2452,Mild,Mild,Moderate,None,Moderate
2453,Moderate,Moderate,Mild,Moderate,Moderate
2454,No Rate,No Rate,No Rate,No Rate,No Rate
2455,Mild,Mild,Moderate,Mild,Mild
2456,No Rate,No Rate,No Rate,No Rate,No Rate
2457,None,Mild,Mild,Mild,Moderate
2458,Moderate,Severe,Severe,Moderate,Moderate
2459,Mild,Moderate,Moderate,Mild,Moderate
2460,None,Severe,Mild,Mild,Moderate
2461,Moderate,Moderate,None,None,Mild
2462,None,Mild,None,None,Moderate
2463,Severe,Moderate,Moderate,Moderate,Moderate
2464,None,Mild,None,Mild,Moderate
2465,No Rate,No Rate,No Rate,No Rate,No Rate
2466,Moderate,Mild,Mild,Mild,Mild
2467,Mild,Mild,Mild,Mild,Mild
2468,Mild,Moderate,Moderate,Mild,Moderate
2469,None,Moderate,Moderate,Mild,Moderate
2470,Moderate,Moderate,Severe,Mild,Mild
2471,None,Severe,Moderate,None,Moderate
2472,Mild,Moderate,Moderate,Mild,No Rate
2473,Mild,Severe,Severe,Mild,Severe
2474,Moderate,Moderate,Severe,Severe,Moderate
2475,Moderate,Mild,Moderate,Moderate,Mild
2476,No Rate,No Rate,No Rate,No Rate,No Rate
2477,Mild,Moderate,Moderate,Mild,Mild
2478,Moderate,Moderate,Moderate,Mild,Mild
2479,Mild,Moderate,Moderate,Mild,Moderate
2480,Mild,Mild,Mild,Mild,Mild
2481,None,Mild,Moderate,Mild,Severe
2482,None,Mild,Mild,Mild,Moderate
2483,None,None,Mild,None,Mild
2484,None,No Rate,Mild,No Rate,No Rate
2485,Mild,Moderate,Moderate,Mild,Moderate
2486,Mild,Severe,Severe,Mild,Severe
2487,Moderate,Mild,Severe,Moderate,None
2488,Moderate,Mild,Mild,Moderate,Mild
2489,Moderate,Severe,Moderate,Moderate,Severe
2490,Moderate,Mild,Moderate,Mild,None
2491,Mild,Moderate,Mild,Mild,Moderate
2492,Mild,Moderate,Moderate,Mild,Moderate
2493,Moderate,No Rate,Severe,Moderate,No Rate
2494,Mild,Severe,Moderate,Mild,Severe
2495,Mild,Moderate,Mild,Mild,Moderate
2496,Moderate,None,Moderate,Mild,Mild
2497,None,Mild,Mild,None,Mild
2498,Mild,Mild,Mild,Mild,Mild
2499,Moderate,Moderate,Mild,Mild,Mild
2500,Mild,None,None,Mild,None
2501,Moderate,Moderate,Mild,Mild,Severe
2502,Mild,Moderate,Mild,Mild,Severe
2503,None,None,None,None,Mild
2504,None,Mild,None,Mild,Mild
2505,Mild,Moderate,Mild,Mild,Mild
2506,Mild,Moderate,Mild,Mild,Moderate
2507,Moderate,Moderate,Severe,Moderate,Severe
2508,Severe,Moderate,Moderate,Severe,Moderate
2509,Moderate,Mild,Moderate,Mild,None
2510,Mild,None,Moderate,Moderate,Mild
2511,Moderate,Moderate,Moderate,Mild,Mild
2512,Mild,Mild,Moderate,Mild,Mild
2513,None,Moderate,Mild,Moderate,Moderate
2514,No Rate,No Rate,No Rate,No Rate,No Rate
2515,Moderate,Severe,Severe,Mild,Mild
2516,Moderate,Mild,Moderate,Mild,Mild
2517,Moderate,None,Moderate,Moderate,Mild
2518,Mild,Moderate,Severe,Mild,Severe
2519,None,Mild,None,None,Mild
2520,Mild,Moderate,Mild,Mild,Moderate
2521,Moderate,Mild,Moderate,Mild,None
2522,Moderate,None,Moderate,Moderate,None
2523,Mild,None,Mild,Mild,None
2524,Moderate,Mild,Severe,Severe,Moderate
2525,Mild,Mild,Moderate,Mild,Mild
2526,Mild,Moderate,Moderate,Mild,Severe
2527,Mild,Mild,Moderate,Mild,Mild
2528,Mild,Mild,Mild,Mild,Mild
2529,Moderate,Moderate,Mild,Moderate,Severe
2530,Moderate,Severe,Severe,Moderate,Severe
2531,Mild,Severe,Severe,Moderate,Severe
2532,Severe,Mild,Severe,Moderate,None
2533,Mild,Mild,Mild,Mild,Mild
2534,None,Moderate,Mild,None,Mild
2535,Mild,Mild,Mild,Mild,Mild
2536,None,Mild,None,None,None
2537,Mild,None,None,No Rate,No Rate
2538,Mild,Severe,Severe,Mild,Severe
2539,Moderate,Moderate,Severe,Moderate,Moderate
2540,No Rate,No Rate,No Rate,No Rate,No Rate
2541,Mild,Moderate,Moderate,Mild,Moderate
2542,Moderate,Mild,Severe,Mild,None
2543,Mild,Moderate,None,Mild,Mild
2544,None,Mild,No Rate,Mild,No Rate
2545,Mild,None,Moderate,Mild,Mild
2546,None,Moderate,Moderate,None,Moderate
2547,None,Moderate,Mild,Mild,Severe
2548,Mild,Mild,Mild,Moderate,Moderate
2549,Mild,Mild,Moderate,Mild,Mild
2550,Mild,Moderate,Moderate,Mild,Moderate
2551,Mild,Moderate,Mild,Mild,Moderate
2552,Moderate,Severe,Mild,Mild,Moderate
2553,Mild,Moderate,Mild,Moderate,Mild
2554,Mild,Severe,Moderate,Mild,Moderate
2555,None,Mild,None,Mild,Mild
2556,No Rate,No Rate,No Rate,No Rate,No Rate
2557,No Rate,No Rate,No Rate,No Rate,No Rate
2558,Moderate,Moderate,Moderate,Mild,Moderate
2559,Moderate,Severe,Severe,Moderate,Moderate
2560,Severe,Moderate,Severe,Moderate,Moderate
2561,Mild,Mild,Mild,No Rate,No Rate
2562,Mild,Moderate,Moderate,Moderate,Moderate
2563,Moderate,Moderate,No Rate,No Rate,Moderate
2564,No Rate,No Rate,No Rate,No Rate,No Rate
2565,Mild,Severe,Mild,Mild,Moderate
2566,Severe,None,Mild,Moderate,None
2567,Mild,Moderate,Mild,None,Moderate
2568,Mild,Moderate,None,None,Moderate
2569,Mild,No Rate,No Rate,No Rate,No Rate
2570,Mild,None,Mild,No Rate,No Rate
2571,Mild,Mild,Mild,Mild,Moderate
2572,Mild,Moderate,Mild,Mild,Moderate
2573,None,Moderate,Mild,Mild,Moderate
2574,No Rate,No Rate,No Rate,No Rate,No Rate
2575,Moderate,Severe,Moderate,Moderate,Moderate
2576,None,Mild,Mild,Mild,Severe
2577,Mild,Severe,Severe,Mild,Severe
2578,No Rate,No Rate,No Rate,No Rate,No Rate
2579,Mild,Severe,Severe,Mild,Severe
2580,Moderate,Mild,Mild,Mild,None
2581,Mild,None,Mild,No Rate,Mild
2582,None,No Rate,Mild,No Rate,None
2583,Severe,Mild,Moderate,Mild,None
2584,Mild,None,Mild,Mild,None
2585,Moderate,Mild,Moderate,Moderate,Mild
2586,None,Moderate,Mild,Mild,Moderate
2587,None,Mild,Mild,Mild,Moderate
2588,Moderate,Severe,Moderate,Mild,Severe
2589,Mild,Moderate,Mild,No Rate,Moderate
2590,None,Mild,None,None,Mild
2591,Mild,Mild,Mild,None,Mild
2592,None,Mild,Mild,Mild,Mild
2593,Mild,Moderate,Mild,Moderate,Mild
2594,None,Mild,None,None,Mild
2595,None,Moderate,Moderate,Mild,Moderate
2596,Moderate,Severe,Moderate,Mild,Mild
